Date,Day_of_Week,Journey_ID,Line,Scheduled_Departure,Hour_of_Day,Actual_Delay_Minutes
2025-11-06,Thursday,VJ12,9,13:40:00,13,0
2025-11-06,Thursday,VJ13,9,14:10:00,14,3
2025-11-06,Thursday,VJ14,9,14:40:00,14,2
2025-11-06,Thursday,VJ15,9,15:10:00,15,0
2025-11-06,Thursday,VJ16,9,15:40:00,15,3
2025-11-06,Thursday,VJ17,9,16:10:00,16,13
2025-11-06,Thursday,VJ18,9,16:40:00,16,20
2025-11-06,Thursday,VJ19,9,17:10:00,17,21
2025-11-06,Thursday,VJ20,9,17:40:00,17,9
2025-11-06,Thursday,VJ21,9,18:10:00,18,13
2025-11-06,Thursday,VJ22,9,07:52:00,7,18
2025-11-06,Thursday,VJ23,9,08:22:00,8,29
2025-11-06,Thursday,VJ24,9,09:02:00,9,16
2025-11-06,Thursday,VJ25,9,09:22:00,9,19
2025-11-06,Thursday,VJ26,9,09:42:00,9,17
2025-11-06,Thursday,VJ27,9,10:12:00,10,3
2025-11-06,Thursday,VJ28,9,10:42:00,10,3
2025-11-06,Thursday,VJ29,9,11:12:00,11,3
2025-11-06,Thursday,VJ30,9,11:42:00,11,1
2025-11-06,Thursday,VJ31,9,12:12:00,12,3
2025-11-06,Thursday,VJ32,9,12:42:00,12,1
2025-11-06,Thursday,VJ33,9,13:12:00,13,21
2025-11-06,Thursday,VJ34,9,13:42:00,13,2
2025-11-06,Thursday,VJ35,9,14:12:00,14,3
2025-11-06,Thursday,VJ36,9,14:42:00,14,26
2025-11-06,Thursday,VJ37,9,15:12:00,15,1
2025-11-06,Thursday,VJ38,9,15:42:00,15,0
2025-11-06,Thursday,VJ39,9,16:12:00,16,17
2025-11-06,Thursday,VJ40,9,16:42:00,16,10
2025-11-06,Thursday,VJ41,9,17:12:00,17,7
2025-11-06,Thursday,VJ42,9H,17:42:00,17,16
2025-11-06,Thursday,VJ43,9H,18:12:00,18,5
2025-11-06,Thursday,VJ44,9H,18:42:00,18,11
2025-11-07,Friday,VJ1,9,07:20:00,7,17
2025-11-07,Friday,VJ2,9,07:50:00,7,15
2025-11-07,Friday,VJ3,9,08:30:00,8,13
2025-11-07,Friday,VJ4,9,09:10:00,9,12
2025-11-07,Friday,VJ5,9,09:40:00,9,16
2025-11-07,Friday,VJ6,9,10:10:00,10,1
2025-11-07,Friday,VJ7,9,10:40:00,10,2
2025-11-07,Friday,VJ8,9,11:10:00,11,0
2025-11-07,Friday,VJ9,9,11:40:00,11,2
2025-11-07,Friday,VJ10,9,12:10:00,12,1
2025-11-07,Friday,VJ11,9,13:10:00,13,35
2025-11-07,Friday,VJ12,9,13:40:00,13,0
2025-11-07,Friday,VJ13,9,14:10:00,14,3
2025-11-07,Friday,VJ14,9,14:40:00,14,2
2025-11-07,Friday,VJ15,9,15:10:00,15,0
2025-11-07,Friday,VJ16,9,15:40:00,15,3
2025-11-07,Friday,VJ17,9,16:10:00,16,15
2025-11-07,Friday,VJ18,9,16:40:00,16,20
2025-11-07,Friday,VJ19,9,17:10:00,17,13
2025-11-07,Friday,VJ20,9,17:40:00,17,20
2025-11-07,Friday,VJ21,9,18:10:00,18,19
2025-11-07,Friday,VJ22,9,07:52:00,7,22
2025-11-07,Friday,VJ23,9,08:22:00,8,10
2025-11-07,Friday,VJ24,9,09:02:00,9,16
2025-11-07,Friday,VJ25,9,09:22:00,9,8
2025-11-07,Friday,VJ26,9,09:42:00,9,62
2025-11-07,Friday,VJ27,9,10:12:00,10,1
2025-11-07,Friday,VJ28,9,10:42:00,10,1
2025-11-07,Friday,VJ29,9,11:12:00,11,2
2025-11-07,Friday,VJ30,9,11:42:00,11,0
2025-11-07,Friday,VJ31,9,12:12:00,12,0
2025-11-07,Friday,VJ32,9,12:42:00,12,3
2025-11-07,Friday,VJ33,9,13:12:00,13,3
2025-11-07,Friday,VJ34,9,13:42:00,13,2
2025-11-07,Friday,VJ35,9,14:12:00,14,3
2025-11-07,Friday,VJ36,9,14:42:00,14,1
2025-11-07,Friday,VJ37,9,15:12:00,15,3
2025-11-07,Friday,VJ38,9,15:42:00,15,2
2025-11-07,Friday,VJ39,9,16:12:00,16,54
2025-11-07,Friday,VJ40,9,16:42:00,16,6
2025-11-07,Friday,VJ41,9,17:12:00,17,11
2025-11-07,Friday,VJ42,9H,17:42:00,17,14
2025-11-07,Friday,VJ43,9H,18:12:00,18,12
2025-11-07,Friday,VJ44,9H,18:42:00,18,23
2025-11-08,Saturday,VJ1,9,07:20:00,7,23
2025-11-08,Saturday,VJ2,9,07:50:00,7,15
2025-11-08,Saturday,VJ3,9,08:30:00,8,16
2025-11-08,Saturday,VJ4,9,09:10:00,9,22
2025-11-08,Saturday,VJ5,9,09:40:00,9,23
2025-11-08,Saturday,VJ6,9,10:10:00,10,3
2025-11-08,Saturday,VJ7,9,10:40:00,10,2
2025-11-08,Saturday,VJ8,9,11:10:00,11,2
2025-11-08,Saturday,VJ9,9,11:40:00,11,0
2025-11-08,Saturday,VJ10,9,12:10:00,12,2
2025-11-08,Saturday,VJ11,9,13:10:00,13,1
2025-11-08,Saturday,VJ12,9,13:40:00,13,0
2025-11-08,Saturday,VJ13,9,14:10:00,14,3
2025-11-08,Saturday,VJ14,9,14:40:00,14,2
2025-11-08,Saturday,VJ15,9,15:10:00,15,3
2025-11-08,Saturday,VJ16,9,15:40:00,15,45
2025-11-08,Saturday,VJ17,9,16:10:00,16,14
2025-11-08,Saturday,VJ18,9,16:40:00,16,8
2025-11-08,Saturday,VJ19,9,17:10:00,17,7
2025-11-08,Saturday,VJ20,9,17:40:00,17,10
2025-11-08,Saturday,VJ21,9,18:10:00,18,11
2025-11-08,Saturday,VJ22,9,07:52:00,7,13
2025-11-08,Saturday,VJ23,9,08:22:00,8,20
2025-11-08,Saturday,VJ24,9,09:02:00,9,5
2025-11-08,Saturday,VJ25,9,09:22:00,9,6
2025-11-08,Saturday,VJ26,9,09:42:00,9,39
2025-11-08,Saturday,VJ27,9,10:12:00,10,3
2025-11-08,Saturday,VJ28,9,10:42:00,10,1
2025-11-08,Saturday,VJ29,9,11:12:00,11,1
2025-11-08,Saturday,VJ30,9,11:42:00,11,2
2025-11-08,Saturday,VJ31,9,12:12:00,12,37
2025-11-08,Saturday,VJ32,9,12:42:00,12,2
2025-11-08,Saturday,VJ33,9,13:12:00,13,1
2025-11-08,Saturday,VJ34,9,13:42:00,13,1
2025-11-08,Saturday,VJ35,9,14:12:00,14,3
2025-11-08,Saturday,VJ36,9,14:42:00,14,0
2025-11-08,Saturday,VJ37,9,15:12:00,15,0
2025-11-08,Saturday,VJ38,9,15:42:00,15,1
2025-11-08,Saturday,VJ39,9,16:12:00,16,7
2025-11-08,Saturday,VJ40,9,16:42:00,16,8
2025-11-08,Saturday,VJ41,9,17:12:00,17,16
2025-11-08,Saturday,VJ42,9H,17:42:00,17,14
2025-11-08,Saturday,VJ43,9H,18:12:00,18,16
2025-11-08,Saturday,VJ44,9H,18:42:00,18,12
2025-11-09,Sunday,VJ1,9,07:20:00,7,7
2025-11-09,Sunday,VJ2,9,07:50:00,7,18
2025-11-09,Sunday,VJ3,9,08:30:00,8,13
2025-11-09,Sunday,VJ4,9,09:10:00,9,16
2025-11-09,Sunday,VJ5,9,09:40:00,9,18
2025-11-09,Sunday,VJ6,9,10:10:00,10,0
2025-11-09,Sunday,VJ7,9,10:40:00,10,0
2025-11-09,Sunday,VJ8,9,11:10:00,11,47
2025-11-09,Sunday,VJ9,9,11:40:00,11,0
2025-11-09,Sunday,VJ10,9,12:10:00,12,1
2025-11-09,Sunday,VJ11,9,13:10:00,13,0
2025-11-09,Sunday,VJ12,9,13:40:00,13,3
2025-11-09,Sunday,VJ13,9,14:10:00,14,3
2025-11-09,Sunday,VJ14,9,14:40:00,14,0
2025-11-09,Sunday,VJ15,9,15:10:00,15,0
2025-11-09,Sunday,VJ16,9,15:40:00,15,1
2025-11-09,Sunday,VJ17,9,16:10:00,16,7
2025-11-09,Sunday,VJ18,9,16:40:00,16,11
2025-11-09,Sunday,VJ19,9,17:10:00,17,16
2025-11-09,Sunday,VJ20,9,17:40:00,17,15
2025-11-09,Sunday,VJ21,9,18:10:00,18,12
2025-11-09,Sunday,VJ22,9,07:52:00,7,14
2025-11-09,Sunday,VJ23,9,08:22:00,8,18
2025-11-09,Sunday,VJ24,9,09:02:00,9,13
2025-11-09,Sunday,VJ25,9,09:22:00,9,12
2025-11-09,Sunday,VJ26,9,09:42:00,9,16
2025-11-09,Sunday,VJ27,9,10:12:00,10,2
2025-11-09,Sunday,VJ28,9,10:42:00,10,2
2025-11-09,Sunday,VJ29,9,11:12:00,11,3
2025-11-09,Sunday,VJ30,9,11:42:00,11,3
2025-11-09,Sunday,VJ31,9,12:12:00,12,3
2025-11-09,Sunday,VJ32,9,12:42:00,12,1
2025-11-09,Sunday,VJ33,9,13:12:00,13,1
2025-11-09,Sunday,VJ34,9,13:42:00,13,30
2025-11-09,Sunday,VJ35,9,14:12:00,14,0
2025-11-09,Sunday,VJ36,9,14:42:00,14,1
2025-11-09,Sunday,VJ37,9,15:12:00,15,1
2025-11-09,Sunday,VJ38,9,15:42:00,15,1
2025-11-09,Sunday,VJ39,9,16:12:00,16,8
2025-11-09,Sunday,VJ40,9,16:42:00,16,8
2025-11-09,Sunday,VJ41,9,17:12:00,17,56
2025-11-09,Sunday,VJ42,9H,17:42:00,17,11
2025-11-09,Sunday,VJ43,9H,18:12:00,18,21
2025-11-09,Sunday,VJ44,9H,18:42:00,18,19
2025-11-10,Monday,VJ1,9,07:20:00,7,13
2025-11-10,Monday,VJ2,9,07:50:00,7,17
2025-11-10,Monday,VJ3,9,08:30:00,8,9
2025-11-10,Monday,VJ4,9,09:10:00,9,9
2025-11-10,Monday,VJ5,9,09:40:00,9,12
2025-11-10,Monday,VJ6,9,10:10:00,10,1
2025-11-10,Monday,VJ7,9,10:40:00,10,1
2025-11-10,Monday,VJ8,9,11:10:00,11,35
2025-11-10,Monday,VJ9,9,11:40:00,11,3
2025-11-10,Monday,VJ10,9,12:10:00,12,0
2025-11-10,Monday,VJ11,9,13:10:00,13,40
2025-11-10,Monday,VJ12,9,13:40:00,13,3
2025-11-10,Monday,VJ13,9,14:10:00,14,0
2025-11-10,Monday,VJ14,9,14:40:00,14,0
2025-11-10,Monday,VJ15,9,15:10:00,15,1
2025-11-10,Monday,VJ16,9,15:40:00,15,1
2025-11-10,Monday,VJ17,9,16:10:00,16,20
2025-11-10,Monday,VJ18,9,16:40:00,16,19
2025-11-10,Monday,VJ19,9,17:10:00,17,7
2025-11-10,Monday,VJ20,9,17:40:00,17,17
2025-11-10,Monday,VJ21,9,18:10:00,18,12
2025-11-10,Monday,VJ22,9,07:52:00,7,10
2025-11-10,Monday,VJ23,9,08:22:00,8,11
2025-11-10,Monday,VJ24,9,09:02:00,9,11
2025-11-10,Monday,VJ25,9,09:22:00,9,8
2025-11-10,Monday,VJ26,9,09:42:00,9,13
2025-11-10,Monday,VJ27,9,10:12:00,10,3
2025-11-10,Monday,VJ28,9,10:42:00,10,3
2025-11-10,Monday,VJ29,9,11:12:00,11,1
2025-11-10,Monday,VJ30,9,11:42:00,11,3
2025-11-10,Monday,VJ31,9,12:12:00,12,2
2025-11-10,Monday,VJ32,9,12:42:00,12,3
2025-11-10,Monday,VJ33,9,13:12:00,13,0
2025-11-10,Monday,VJ34,9,13:42:00,13,3
2025-11-10,Monday,VJ35,9,14:12:00,14,1
2025-11-10,Monday,VJ36,9,14:42:00,14,1
2025-11-10,Monday,VJ37,9,15:12:00,15,1
2025-11-10,Monday,VJ38,9,15:42:00,15,3
2025-11-10,Monday,VJ39,9,16:12:00,16,13
2025-11-10,Monday,VJ40,9,16:42:00,16,8
2025-11-10,Monday,VJ41,9,17:12:00,17,13
2025-11-10,Monday,VJ42,9H,17:42:00,17,8
2025-11-10,Monday,VJ43,9H,18:12:00,18,14
2025-11-10,Monday,VJ44,9H,18:42:00,18,39
2025-11-11,Tuesday,VJ1,9,07:20:00,7,20
2025-11-11,Tuesday,VJ2,9,07:50:00,7,13
2025-11-11,Tuesday,VJ3,9,08:30:00,8,12
2025-11-11,Tuesday,VJ4,9,09:10:00,9,22
2025-11-11,Tuesday,VJ5,9,09:40:00,9,11
2025-11-11,Tuesday,VJ6,9,10:10:00,10,0
2025-11-11,Tuesday,VJ7,9,10:40:00,10,2
2025-11-11,Tuesday,VJ8,9,11:10:00,11,1
2025-11-11,Tuesday,VJ9,9,11:40:00,11,3
2025-11-11,Tuesday,VJ10,9,12:10:00,12,0
2025-11-11,Tuesday,VJ11,9,13:10:00,13,3
2025-11-11,Tuesday,VJ12,9,13:40:00,13,1
2025-11-11,Tuesday,VJ13,9,14:10:00,14,0
2025-11-11,Tuesday,VJ14,9,14:40:00,14,2
2025-11-11,Tuesday,VJ15,9,15:10:00,15,0
2025-11-11,Tuesday,VJ16,9,15:40:00,15,3
2025-11-11,Tuesday,VJ17,9,16:10:00,16,12
2025-11-11,Tuesday,VJ18,9,16:40:00,16,12
2025-11-11,Tuesday,VJ19,9,17:10:00,17,10
2025-11-11,Tuesday,VJ20,9,17:40:00,17,10
2025-11-11,Tuesday,VJ21,9,18:10:00,18,15
2025-11-11,Tuesday,VJ22,9,07:52:00,7,35
2025-11-11,Tuesday,VJ23,9,08:22:00,8,8
2025-11-11,Tuesday,VJ24,9,09:02:00,9,13
2025-11-11,Tuesday,VJ25,9,09:22:00,9,18
2025-11-11,Tuesday,VJ26,9,09:42:00,9,17
2025-11-11,Tuesday,VJ27,9,10:12:00,10,1
2025-11-11,Tuesday,VJ28,9,10:42:00,10,0
2025-11-11,Tuesday,VJ29,9,11:12:00,11,1
2025-11-11,Tuesday,VJ30,9,11:42:00,11,26
2025-11-11,Tuesday,VJ31,9,12:12:00,12,0
2025-11-11,Tuesday,VJ32,9,12:42:00,12,1
2025-11-11,Tuesday,VJ33,9,13:12:00,13,3
2025-11-11,Tuesday,VJ34,9,13:42:00,13,1
2025-11-11,Tuesday,VJ35,9,14:12:00,14,3
2025-11-11,Tuesday,VJ36,9,14:42:00,14,1
2025-11-11,Tuesday,VJ37,9,15:12:00,15,2
2025-11-11,Tuesday,VJ38,9,15:42:00,15,3
